Project,Scenario,Dollar_year,Weather_year,Start_day,country
Cambium_2022,MidCase,2021$,2012,Sunday,usa
Metric definitions and scenario descriptions: 2022 Cambium Documentation (https://www.nrel.gov/docs/fy23osti/84916.pdf)
Geography,Time,Time,Time,Load,Load,Transmission,Transmission,Operational,Operational,Clean Energy Fraction,Clean Energy Fraction,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Generation
SPSOc,CT,2040,13,7035590.1,6176727.2,3817133.5,8025881.5,0.0381,0.0604,0.99,0.98,7.1,0.4,0.05,0.6,30.3,0.0,7.1,1.5,8.7,9.8,0.6,0.09,0.8,36.5,0.01,9.8,1.9,11.7,111.2,5.5,0.74,10.2,470.4,0.05,111.6,24.2,135.8,221.4,17.9,2.53,14.4,725.7,0.12,222.6,36.1,258.7,6.93,0.0,0.0,6.93,7.61,0.0,0.0,7.61,11275573.0
SPSOc,CT,2040,14,7138852.9,6272802.7,4205052.0,8567753.0,0.0386,0.0615,0.99,0.98,7.2,0.3,0.05,0.7,30.7,0.0,7.2,1.6,8.7,10.1,0.7,0.09,0.8,37.6,0.01,10.1,1.9,12.0,112.9,5.6,0.75,10.3,477.4,0.06,113.3,24.5,137.8,258.8,22.8,3.25,14.9,788.2,0.14,260.3,38.4,298.8,7.36,0.0,0.0,7.36,8.12,0.0,0.0,8.12,11530172.0
SPSOc,CT,2040,15,7263452.3,6457700.6,5270394.0,9824523.0,0.0393,0.0635,0.98,0.98,9.2,0.4,0.06,0.9,40.3,0.0,9.2,2.1,11.3,13.5,0.9,0.12,1.1,51.7,0.01,13.6,2.6,16.2,117.2,5.9,0.8,10.6,493.0,0.06,117.6,25.3,143.0,291.3,23.9,3.39,18.2,940.9,0.15,293.0,46.2,339.2,9.08,0.0,0.0,9.08,10.09,0.0,0.0,10.09,11843282.0
SPSOc,CT,2040,16,7350583.8,6660895.9,6395629.5,10271867.0,0.04,0.0653,0.97,0.96,13.7,0.6,0.08,1.3,60.1,0.01,13.7,3.1,16.8,21.3,1.4,0.19,1.7,80.8,0.01,21.4,4.1,25.5,146.3,7.7,1.05,12.9,605.2,0.07,146.8,31.0,177.8,364.3,26.3,3.73,26.3,1250.2,0.21,366.1,63.6,429.7,13.89,10.38,0.0,24.27,15.25,11.47,0.0,26.71,11236835.0
SPSOc,CT,2040,17,7368667.9,6782540.1,6995021.0,10145561.0,0.0402,0.0661,0.96,0.94,23.5,1.1,0.15,2.2,100.9,0.01,23.5,5.2,28.8,35.9,2.4,0.34,2.8,131.4,0.02,36.1,6.7,42.8,182.8,9.1,1.22,16.7,774.4,0.09,183.4,39.8,223.2,440.3,19.8,2.79,44.0,1779.1,0.32,441.7,97.1,538.8,22.32,80.12,0.0,102.44,24.31,87.87,0.0,112.18,10530780.0
SPSOc,CT,2040,18,7153264.7,6634197.2,6616817.0,9978922.0,0.0393,0.0639,0.96,0.94,22.7,1.0,0.13,2.2,99.1,0.01,22.7,5.2,27.9,39.2,2.7,0.37,3.1,142.9,0.02,39.4,7.3,46.7,206.6,9.9,1.32,19.2,884.9,0.1,207.2,45.6,252.9,456.8,21.3,2.98,44.6,1849.5,0.31,458.3,99.8,558.0,20.31,131.03,0.0,151.34,21.96,143.19,0.0,165.15,10532874.0
SPSOc,CT,2040,19,6800460.8,6259082.6,6359682.0,11041017.0,0.0378,0.06,0.97,0.95,16.0,0.7,0.09,1.6,71.9,0.01,16.1,3.7,19.8,28.6,1.8,0.24,2.4,111.0,0.02,28.7,5.7,34.5,189.2,9.6,1.29,17.2,794.8,0.09,189.8,40.9,230.8,392.2,23.6,3.27,32.5,1512.3,0.21,393.8,77.7,471.5,16.28,38.74,0.0,55.02,17.61,42.62,0.0,60.24,11502803.0
SPSOc,CT,2040,20,6533305.5,5972540.2,6379938.5,11716860.0,0.0368,0.0571,0.97,0.96,13.6,0.6,0.08,1.3,60.7,0.01,13.6,3.1,16.7,24.5,1.5,0.21,2.1,95.2,0.01,24.6,4.9,29.5,179.7,9.6,1.3,15.9,740.3,0.09,180.4,38.0,218.3,370.6,24.8,3.46,28.5,1365.6,0.19,372.3,69.2,441.6,14.07,7.23,0.0,21.3,15.23,7.97,0.0,23.2,11892042.0
SPSOc,CT,2040,21,6189791.4,5593217.3,6418986.0,12046629.0,0.0354,0.0533,0.97,0.96,12.2,0.5,0.07,1.2,54.0,0.01,12.2,2.8,15.0,22.4,1.4,0.2,1.8,85.7,0.01,22.5,4.4,26.9,173.6,9.5,1.3,15.1,707.1,0.09,174.2,36.2,210.4,336.6,23.5,3.3,24.9,1202.1,0.18,338.2,60.8,399.0,12.3,1.76,0.0,14.06,13.36,1.96,0.0,15.32,11837473.0
SPSOc,CT,2040,22,5776343.5,5150093.2,6391140.0,12212111.0,0.0341,0.0491,0.98,0.96,11.4,0.5,0.07,1.1,50.4,0.01,11.4,2.6,14.0,21.4,1.4,0.19,1.7,81.3,0.01,21.5,4.2,25.7,174.0,9.7,1.32,15.0,705.5,0.09,174.7,36.1,210.7,311.7,23.5,3.31,21.4,1070.5,0.16,313.3,53.4,366.7,11.06,0.41,0.0,11.48,12.07,0.47,0.0,12.55,11617492.0
SPSOc,CT,2040,23,5338063.4,4798139.1,6310078.0,12163072.0,0.0331,0.0456,0.98,0.97,10.2,0.4,0.06,1.0,45.5,0.0,10.3,2.3,12.6,19.8,1.3,0.18,1.6,75.2,0.01,19.9,3.9,23.8,174.6,9.7,1.33,15.0,706.4,0.09,175.2,36.1,211.3,280.6,20.4,2.86,20.0,988.6,0.14,282.0,49.5,331.5,10.21,0.0,0.0,10.21,11.0,0.0,0.0,11.0,11213455.0
SPSOc,CT,2045,0,5339763.6,4743440.2,6537202.0,12645661.0,0.0323,0.0425,0.98,0.97,10.4,0.4,0.05,1.0,47.6,0.0,10.4,2.5,12.9,18.1,1.0,0.13,1.6,74.4,0.01,18.2,3.8,22.0,180.9,9.4,1.27,16.7,756.4,0.1,181.5,39.2,220.7,263.5,19.2,2.7,18.7,924.2,0.13,264.8,46.3,311.1,9.56,0.0,0.0,9.56,10.37,0.0,0.0,10.37,11474713.0
SPSOc,CT,2045,1,5158830.7,4563742.4,6469150.5,12573354.0,0.0319,0.0408,0.98,0.96,10.3,0.4,0.05,1.0,47.2,0.0,10.3,2.4,12.7,18.2,1.0,0.13,1.6,75.2,0.01,18.3,3.9,22.1,181.9,9.7,1.31,16.6,753.3,0.1,182.6,39.1,221.7,250.3,17.8,2.49,18.2,893.8,0.13,251.5,44.8,296.3,9.27,0.0,0.0,9.27,10.07,0.0,0.0,10.07,11295568.0
SPSOc,CT,2045,2,5089305.3,4468072.5,6408581.5,12418384.0,0.0317,0.0399,0.98,0.96,10.3,0.4,0.05,1.0,47.2,0.0,10.4,2.4,12.8,18.5,1.0,0.13,1.6,76.6,0.01,18.6,3.9,22.5,181.7,9.4,1.27,16.8,760.2,0.1,182.4,39.5,221.9,256.0,18.9,2.67,18.0,882.5,0.13,257.3,44.4,301.7,8.9,0.0,0.0,8.9,9.76,0.0,0.0,9.76,11136527.0
SPSOc,CT,2045,3,5085489.5,4460471.6,6407638.5,12272583.0,0.0316,0.0398,0.98,0.96,10.7,0.4,0.06,1.1,48.6,0.0,10.7,2.5,13.2,19.2,1.0,0.14,1.7,79.2,0.01,19.3,4.1,23.3,183.9,9.7,1.3,17.0,766.7,0.1,184.6,39.8,224.4,232.5,15.7,2.18,17.7,859.4,0.12,233.6,43.4,277.0,8.87,0.0,0.0,8.87,9.76,0.0,0.0,9.76,10989745.0
SPSOc,CT,2045,4,5120208.7,4529963.1,6435264.5,12141798.0,0.0317,0.0403,0.98,0.96,10.9,0.4,0.06,1.1,49.3,0.0,10.9,2.5,13.4,19.8,1.1,0.15,1.7,81.1,0.01,19.8,4.2,24.0,183.9,9.6,1.3,16.9,766.8,0.1,184.5,39.8,224.3,237.8,15.8,2.19,18.3,886.1,0.12,238.9,44.7,283.6,9.0,0.0,0.0,9.0,9.84,0.0,0.0,9.84,10869702.0
SPSOc,CT,2045,5,5381678.0,4784969.8,5978519.0,11287595.0,0.0322,0.0425,0.98,0.96,10.2,0.4,0.05,1.0,46.4,0.0,10.2,2.4,12.6,19.2,1.1,0.15,1.7,78.0,0.01,19.3,4.0,23.3,177.1,9.2,1.24,16.4,740.7,0.1,177.7,38.5,216.1,219.5,14.2,1.97,17.1,828.0,0.11,220.5,41.8,262.3,8.53,1.47,0.0,9.99,9.33,1.65,0.0,10.98,10736889.0
SPSOc,CT,2045,6,5824096.3,5128368.3,4595512.0,9357370.0,0.033,0.0456,0.98,0.97,9.4,0.4,0.05,0.9,42.3,0.0,9.4,2.2,11.6,15.7,0.9,0.12,1.4,64.2,0.01,15.8,3.3,19.1,159.6,8.0,1.08,14.9,675.1,0.09,160.1,35.0,195.2,189.6,13.8,1.94,13.8,666.1,0.1,190.6,33.7,224.3,7.06,2.31,0.0,9.37,7.8,2.61,0.0,10.41,10633965.0
SPSOc,CT,2045,7,6389450.6,5461446.7,3270948.2,7317693.0,0.0339,0.0487,0.98,0.98,7.8,0.3,0.04,0.8,34.9,0.0,7.8,1.8,9.6,11.3,0.6,0.09,1.0,45.8,0.01,11.3,2.4,13.7,139.3,6.8,0.91,13.1,595.9,0.07,139.7,30.9,170.6,133.6,9.9,1.4,9.6,464.8,0.08,134.3,23.5,157.8,4.84,1.05,0.0,5.89,5.43,1.23,0.0,6.65,10483347.0
SPSOc,CT,2045,8,6823966.4,5675133.5,2815498.8,6383410.0,0.0345,0.0506,0.99,0.98,6.8,0.3,0.04,0.7,30.2,0.0,6.9,1.6,8.4,8.3,0.5,0.06,0.7,34.0,0.0,8.4,1.7,10.1,128.0,6.1,0.81,12.2,552.3,0.07,128.4,28.7,157.1,102.4,7.4,1.04,7.5,361.8,0.06,102.9,18.3,121.2,3.39,0.0,0.0,3.39,3.76,0.0,0.0,3.76,10436660.0
SPSOc,CT,2045,9,7073732.0,5848775.2,2892622.5,6105876.0,0.0351,0.0524,0.99,0.98,6.9,0.3,0.04,0.7,30.3,0.0,6.9,1.6,8.4,7.8,0.4,0.06,0.7,32.2,0.0,7.8,1.7,9.5,124.4,5.8,0.77,11.9,539.2,0.07,124.8,28.0,152.8,105.0,7.8,1.1,7.5,366.1,0.06,105.6,18.5,124.0,3.41,0.0,0.0,3.41,3.76,0.0,0.0,3.76,10327453.0
SPSOc,CT,2045,10,7197215.6,6038016.6,3030610.8,6183478.0,0.0358,0.0544,0.99,0.99,6.9,0.3,0.04,0.7,30.4,0.0,6.9,1.6,8.5,7.8,0.4,0.06,0.7,31.9,0.0,7.8,1.6,9.4,123.2,5.8,0.77,11.8,533.9,0.06,123.6,27.7,151.3,117.2,8.8,1.23,8.3,406.6,0.06,117.8,20.4,138.2,3.83,0.0,0.0,3.83,4.22,0.0,0.0,4.22,10384370.0
SPSOc,CT,2045,11,7347813.5,6266790.5,3107997.8,6304328.0,0.0368,0.057,0.99,0.99,6.9,0.3,0.04,0.7,30.4,0.0,6.9,1.6,8.4,7.7,0.4,0.06,0.7,31.7,0.0,7.7,1.6,9.4,123.1,5.8,0.77,11.7,532.4,0.06,123.5,27.6,151.1,121.6,8.8,1.24,8.9,429.3,0.07,122.2,21.7,143.9,4.02,0.0,0.0,4.02,4.44,0.0,0.0,4.44,10579889.0
SPSOc,CT,2045,12,7508960.4,6478614.1,3211671.8,6427885.5,0.0377,0.0593,0.99,0.99,6.8,0.3,0.04,0.6,30.1,0.0,6.8,1.5,8.3,7.7,0.4,0.06,0.7,31.4,0.0,7.7,1.6,9.3,122.4,5.8,0.77,11.7,529.8,0.06,122.8,27.5,150.2,122.8,8.5,1.19,9.4,447.2,0.07,123.4,22.8,146.1,4.22,0.0,0.0,4.22,4.66,0.0,0.0,4.66,10759373.0
SPSOc,CT,2045,13,7636056.9,6564523.8,3184965.2,6532786.5,0.0381,0.0604,0.99,0.99,6.6,0.3,0.04,0.6,29.4,0.0,6.6,1.5,8.1,7.4,0.4,0.06,0.6,30.3,0.0,7.5,1.6,9.0,122.6,5.8,0.77,11.7,530.2,0.06,123.0,27.5,150.5,120.0,7.7,1.07,9.8,456.5,0.07,120.5,23.4,143.9,4.26,0.0,0.0,4.26,4.71,0.0,0.0,4.71,11014307.0
SPSOc,CT,2045,14,7742535.2,6672606.0,3454084.8,6931317.0,0.0386,0.0616,0.99,0.99,6.7,0.3,0.04,0.6,30.0,0.0,6.7,1.5,8.3,7.7,0.4,0.06,0.7,31.4,0.0,7.7,1.6,9.3,124.3,5.9,0.78,11.8,537.4,0.06,124.7,27.8,152.6,127.6,7.9,1.09,10.6,494.5,0.07,128.1,25.4,153.5,4.58,0.0,0.0,4.58,5.12,0.0,0.0,5.12,11248754.0
SPSOc,CT,2045,15,7844203.5,6892372.0,5108036.0,9128155.0,0.0394,0.0637,0.98,0.98,8.4,0.4,0.05,0.8,37.5,0.0,8.4,1.9,10.3,9.9,0.5,0.07,0.9,41.1,0.0,10.0,2.1,12.1,129.5,6.2,0.83,12.2,556.3,0.07,129.9,28.8,158.7,215.9,17.2,2.43,13.9,714.5,0.11,217.1,35.3,252.4,6.5,0.0,0.0,6.5,7.31,0.0,0.0,7.31,11887716.0
SPSOc,CT,2045,16,7937141.0,7141489.5,6981617.5,10777060.0,0.0402,0.0659,0.97,0.97,12.9,0.5,0.07,1.3,57.8,0.01,12.9,3.0,15.9,17.1,1.0,0.13,1.4,68.4,0.01,17.2,3.5,20.6,158.2,7.9,1.05,14.6,671.9,0.08,158.7,34.7,193.4,280.4,17.9,2.47,22.1,1067.3,0.14,281.6,54.0,335.5,11.6,10.47,0.0,22.07,12.83,11.42,0.0,24.25,11741072.0
SPSOc,CT,2045,17,7945274.9,7294449.1,7607220.0,10711846.0,0.0406,0.0669,0.96,0.95,20.9,0.9,0.11,2.0,94.0,0.01,21.0,4.8,25.8,28.1,1.8,0.24,2.3,108.3,0.01,28.2,5.5,33.7,194.9,9.0,1.2,18.6,848.1,0.1,195.5,43.9,239.4,406.9,19.1,2.64,39.3,1671.1,0.26,408.2,89.2,497.4,19.51,75.83,0.0,95.34,21.29,83.17,0.0,104.46,11061348.0
SPSOc,CT,2045,18,7687085.7,7113031.2,7127316.0,10439891.0,0.0396,0.0645,0.96,0.95,21.2,0.8,0.1,2.1,97.4,0.01,21.3,5.0,26.3,30.4,1.8,0.24,2.6,120.7,0.02,30.5,6.2,36.7,215.4,9.7,1.28,20.9,946.7,0.11,216.0,49.1,265.1,415.0,18.4,2.52,41.1,1742.4,0.26,416.3,93.1,509.4,18.69,127.07,0.0,145.76,20.24,138.96,0.0,159.2,11017153.0
SPSOc,CT,2045,19,7260949.7,6660006.6,6672756.5,11401141.0,0.0378,0.0601,0.97,0.95,15.7,0.6,0.08,1.6,72.0,0.01,15.7,3.7,19.4,24.4,1.3,0.17,2.2,101.9,0.01,24.5,5.2,29.8,203.3,9.7,1.29,19.3,875.4,0.11,203.9,45.4,249.3,362.4,20.1,2.78,32.1,1432.9,0.21,363.8,74.9,438.6,15.19,40.26,0.0,55.45,16.49,44.44,0.0,60.94,12011423.0
SPSOc,CT,2045,20,6956506.5,6328745.9,6743949.0,12211040.0,0.0367,0.057,0.97,0.96,13.3,0.5,0.07,1.3,60.6,0.01,13.4,3.1,16.5,21.6,1.2,0.16,1.9,88.8,0.01,21.7,4.5,26.2,191.0,9.5,1.27,17.8,811.5,0.1,191.7,42.0,233.7,328.5,21.3,2.96,26.2,1234.8,0.17,329.9,63.1,393.0,13.46,7.75,0.0,21.2,14.64,8.58,0.0,23.22,12446487.0
SPSOc,CT,2045,21,6581587.0,5909909.6,6761403.0,12561954.0,0.0353,0.0531,0.97,0.96,12.3,0.5,0.06,1.2,55.7,0.01,12.3,2.9,15.2,20.2,1.1,0.15,1.8,82.3,0.01,20.3,4.2,24.5,183.2,9.4,1.26,16.8,770.5,0.1,183.8,39.8,223.6,294.0,18.9,2.63,23.7,1105.8,0.15,295.3,56.7,352.1,11.89,2.25,0.0,14.15,13.01,2.52,0.0,15.53,12404664.0
SPSOc,CT,2045,22,6116413.7,5427586.7,6663031.5,12688424.0,0.034,0.0487,0.97,0.96,11.6,0.5,0.06,1.2,52.9,0.01,11.7,2.7,14.4,19.3,1.1,0.14,1.7,79.3,0.01,19.4,4.1,23.5,184.2,9.7,1.31,16.7,765.9,0.1,184.8,39.6,224.4,275.0,18.0,2.5,21.4,1032.8,0.14,276.2,52.3,328.4,10.93,0.57,0.0,11.5,12.0,0.65,0.0,12.66,12162201.0
SPSOc,CT,2045,23,5596148.2,5047300.8,6568577.5,12633982.0,0.0329,0.0452,0.98,0.96,10.9,0.4,0.06,1.1,49.7,0.0,10.9,2.6,13.5,18.7,1.0,0.14,1.6,76.5,0.01,18.8,3.9,22.7,183.9,9.7,1.31,16.7,764.6,0.1,184.5,39.6,224.1,281.2,20.3,2.84,20.2,995.6,0.14,282.6,49.9,332.5,10.37,0.0,0.0,10.37,11.14,0.0,0.0,11.14,11682622.0
SPSOc,CT,2050,0,5637648.1,4950680.1,7373377.0,14118403.0,0.0322,0.0423,0.97,0.96,16.6,1.0,0.13,1.4,65.6,0.01,16.6,3.3,20.0,23.1,1.6,0.22,1.7,84.8,0.01,23.2,4.2,27.4,177.5,8.9,1.19,17.0,755.1,0.11,178.1,39.5,217.7,241.3,15.2,2.1,19.1,924.4,0.12,242.4,46.7,289.0,9.28,0.0,0.0,9.28,10.17,0.0,0.0,10.17,12411946.0
SPSOc,CT,2050,1,5449404.4,4760689.5,7268635.0,13961262.0,0.0318,0.0406,0.97,0.96,16.2,1.0,0.13,1.3,64.1,0.01,16.3,3.2,19.5,23.0,1.6,0.22,1.7,84.5,0.01,23.1,4.2,27.3,178.8,9.2,1.24,17.0,752.2,0.11,179.4,39.5,218.8,230.6,14.2,1.97,18.6,886.0,0.12,231.5,45.0,276.6,8.93,0.0,0.0,8.93,9.8,0.0,0.0,9.8,12177587.0
SPSOc,CT,2050,2,5369895.8,4660103.4,7200336.0,13793974.0,0.0316,0.0397,0.97,0.96,16.4,1.0,0.13,1.3,65.0,0.01,16.5,3.3,19.8,23.8,1.6,0.23,1.8,87.5,0.01,23.9,4.4,28.3,178.7,9.0,1.21,17.2,758.5,0.11,179.3,39.9,219.2,230.6,14.7,2.04,18.0,875.3,0.11,231.6,44.2,275.8,8.74,0.0,0.0,8.74,9.69,0.0,0.0,9.69,12004911.0
SPSOc,CT,2050,3,5360897.4,4652858.8,7185925.5,13643606.0,0.0316,0.0396,0.97,0.96,17.1,1.0,0.14,1.4,67.4,0.01,17.2,3.4,20.6,25.1,1.7,0.24,1.8,91.8,0.01,25.2,4.6,29.8,179.4,9.0,1.21,17.3,760.7,0.11,180.0,40.0,220.0,228.8,14.5,2.0,18.1,874.1,0.11,229.8,44.2,273.9,8.84,0.0,0.0,8.84,9.81,0.0,0.0,9.81,11861990.0
SPSOc,CT,2050,4,5389228.1,4724409.6,7218551.0,13525640.0,0.0316,0.0401,0.97,0.96,17.5,1.1,0.14,1.4,68.6,0.01,17.6,3.5,21.0,25.5,1.8,0.25,1.8,92.5,0.01,25.6,4.6,30.2,178.1,8.9,1.19,17.2,758.7,0.11,178.7,39.8,218.5,249.9,17.1,2.39,18.5,913.9,0.12,251.1,45.8,296.9,8.95,0.0,0.0,8.95,9.86,0.0,0.0,9.86,11742678.0
SPSOc,CT,2050,5,5654774.8,4996014.1,6597429.5,12343566.0,0.0321,0.0423,0.97,0.96,15.6,0.9,0.12,1.3,62.3,0.01,15.6,3.2,18.8,23.0,1.6,0.22,1.7,84.0,0.01,23.1,4.2,27.3,172.5,8.5,1.14,16.7,736.1,0.1,173.0,38.6,211.7,203.8,10.9,1.48,18.1,838.0,0.1,204.5,43.1,247.6,8.37,1.56,0.0,9.93,9.18,1.74,0.0,10.93,11451639.0
SPSOc,CT,2050,6,6166627.9,5370249.2,4824655.0,9843060.0,0.033,0.0455,0.97,0.97,14.0,0.8,0.11,1.2,55.9,0.01,14.1,2.8,16.9,19.1,1.3,0.18,1.4,70.4,0.01,19.2,3.5,22.7,155.6,7.4,0.99,15.2,672.8,0.09,156.1,35.2,191.4,153.2,7.9,1.06,14.0,642.1,0.08,153.7,33.2,186.9,6.58,1.76,0.0,8.34,7.33,2.01,0.0,9.34,11236428.0
SPSOc,CT,2050,7,6750969.2,5729871.4,3349524.0,7442879.0,0.0339,0.0487,0.98,0.98,12.0,0.7,0.1,1.0,47.1,0.01,12.1,2.4,14.5,14.7,1.0,0.14,1.1,53.3,0.01,14.8,2.7,17.4,140.0,6.4,0.85,13.8,612.3,0.08,140.5,32.0,172.5,113.9,7.2,1.0,9.3,435.7,0.06,114.3,22.3,136.6,4.25,1.75,0.0,6.0,4.8,2.04,0.0,6.84,10896384.0
SPSOc,CT,2050,8,7227737.6,5951511.3,2836905.2,6349718.5,0.0345,0.0506,0.98,0.98,10.5,0.6,0.09,0.8,41.2,0.0,10.6,2.1,12.6,11.5,0.8,0.11,0.8,41.6,0.01,11.5,2.1,13.6,130.3,5.9,0.78,12.9,572.9,0.07,130.7,30.0,160.7,86.3,5.9,0.82,6.7,316.4,0.05,86.7,16.1,102.8,2.89,0.0,0.0,2.89,3.22,0.0,0.0,3.22,10788805.0
SPSOc,CT,2050,9,7479149.9,6130943.4,2850625.2,5922333.5,0.0351,0.0523,0.98,0.98,10.6,0.6,0.09,0.9,41.6,0.0,10.7,2.1,12.8,10.9,0.7,0.1,0.8,39.9,0.01,11.0,2.0,12.9,127.4,5.7,0.75,12.6,562.7,0.07,127.7,29.4,157.1,76.5,4.8,0.66,6.4,295.8,0.05,76.8,15.3,92.1,2.84,0.0,0.0,2.84,3.15,0.0,0.0,3.15,10593702.0
SPSOc,CT,2050,10,7621530.6,6328364.0,2968786.5,5948828.5,0.0358,0.0544,0.98,0.98,10.6,0.6,0.09,0.9,41.5,0.0,10.6,2.1,12.7,10.7,0.7,0.1,0.8,39.1,0.01,10.8,2.0,12.7,126.0,5.6,0.74,12.4,556.2,0.07,126.4,29.0,155.4,84.2,5.1,0.7,7.2,330.0,0.05,84.6,17.1,101.7,3.07,0.0,0.0,3.07,3.38,0.0,0.0,3.38,10640191.0
SPSOc,CT,2050,11,7795572.3,6577381.9,3090464.8,6074253.0,0.0368,0.0569,0.98,0.98,10.4,0.6,0.09,0.8,41.1,0.0,10.5,2.1,12.6,10.6,0.7,0.1,0.8,38.9,0.01,10.7,1.9,12.6,126.3,5.7,0.75,12.4,556.4,0.07,126.7,29.0,155.7,83.9,5.2,0.72,7.1,325.5,0.05,84.3,16.9,101.1,3.14,0.0,0.0,3.14,3.47,0.0,0.0,3.47,10817573.0
SPSOc,CT,2050,12,7953467.5,6806815.3,3184617.8,6192146.5,0.0377,0.0593,0.98,0.98,10.3,0.6,0.08,0.8,40.8,0.0,10.4,2.1,12.4,10.6,0.7,0.1,0.8,38.7,0.01,10.6,1.9,12.5,125.2,5.6,0.73,12.3,552.4,0.07,125.6,28.8,154.4,88.5,5.2,0.71,7.8,352.3,0.05,88.8,18.3,107.1,3.41,0.0,0.0,3.41,3.76,0.0,0.0,3.76,10996784.0
SPSOc,CT,2050,13,8127988.7,6895371.1,3171417.5,6321474.0,0.0381,0.0604,0.98,0.98,10.1,0.6,0.08,0.8,39.8,0.0,10.1,2.0,12.1,10.2,0.7,0.1,0.8,37.4,0.0,10.3,1.9,12.1,125.7,5.6,0.74,12.4,553.8,0.07,126.0,28.9,154.9,93.0,5.9,0.82,7.7,356.0,0.06,93.4,18.4,111.8,3.42,0.0,0.0,3.42,3.78,0.0,0.0,3.78,11310752.0
SPSOc,CT,2050,14,8208335.4,7010369.3,3418956.0,6699176.0,0.0386,0.0616,0.98,0.98,10.2,0.6,0.08,0.8,40.5,0.0,10.3,2.0,12.3,10.4,0.7,0.1,0.8,38.1,0.0,10.4,1.9,12.3,126.3,5.6,0.74,12.4,557.0,0.07,126.6,29.0,155.7,108.4,7.1,0.98,8.8,409.3,0.06,108.8,21.0,129.9,3.89,0.0,0.0,3.89,4.35,0.0,0.0,4.35,11520458.0
SPSOc,CT,2050,15,8314833.1,7250948.6,5376063.0,9416503.0,0.0394,0.0638,0.98,0.98,12.9,0.8,0.1,1.1,51.0,0.01,12.9,2.6,15.5,13.8,0.9,0.13,1.0,51.1,0.01,13.9,2.6,16.5,129.5,5.8,0.77,12.7,569.7,0.07,129.8,29.6,159.5,181.4,11.9,1.65,14.1,681.7,0.09,182.2,34.5,216.7,6.41,0.0,0.0,6.41,7.27,0.0,0.0,7.27,12382607.0
SPSOc,CT,2050,16,8395599.1,7528517.5,7784617.0,12038770.0,0.0403,0.0661,0.96,0.96,21.0,1.3,0.18,1.7,81.7,0.01,21.0,4.1,25.2,23.9,1.7,0.23,1.7,86.9,0.01,24.0,4.3,28.3,152.9,7.1,0.94,14.7,666.5,0.08,153.4,34.6,188.0,302.7,19.2,2.66,23.7,1153.2,0.14,304.0,58.1,362.2,12.15,10.88,0.0,23.03,13.47,11.82,0.0,25.29,12660385.0
SPSOc,CT,2050,17,8412956.8,7703497.6,8518980.0,12141736.0,0.0407,0.0673,0.95,0.95,29.4,1.7,0.23,2.5,118.9,0.01,29.6,6.0,35.6,33.4,2.3,0.32,2.4,121.4,0.02,33.6,6.1,39.6,183.1,8.1,1.06,18.0,810.4,0.1,183.6,42.2,225.8,387.7,15.1,1.99,39.5,1737.2,0.21,388.7,91.3,480.0,19.44,77.51,0.0,96.95,21.24,85.02,0.0,106.26,12052914.0
SPSOc,CT,2050,18,8132627.6,7500141.3,8103601.0,12030564.0,0.0396,0.0648,0.95,0.94,28.6,1.6,0.21,2.5,117.3,0.01,28.7,6.0,34.6,35.3,2.3,0.33,2.7,131.2,0.02,35.4,6.6,42.0,203.9,8.8,1.15,20.3,909.4,0.11,204.5,47.5,251.9,407.1,15.8,2.07,41.6,1826.8,0.22,408.2,96.1,504.3,18.85,111.53,0.0,130.38,20.44,122.16,0.0,142.61,12081720.0
SPSOc,CT,2050,19,7656920.2,6994721.4,7903564.0,13337988.0,0.0378,0.0601,0.96,0.95,23.2,1.3,0.18,2.0,94.1,0.01,23.3,4.8,28.0,30.4,2.0,0.28,2.3,113.6,0.01,30.6,5.7,36.3,194.9,8.8,1.16,19.2,857.5,0.11,195.5,44.7,240.2,363.9,18.0,2.43,33.6,1530.3,0.19,365.1,79.2,444.3,15.38,43.83,0.0,59.22,16.72,48.45,0.0,65.17,13117686.0
SPSOc,CT,2050,20,7331575.3,6631471.7,7968887.0,14223379.0,0.0367,0.0569,0.96,0.95,20.5,1.2,0.16,1.7,82.3,0.01,20.6,4.2,24.8,27.6,1.9,0.26,2.1,102.0,0.01,27.7,5.1,32.8,184.4,8.6,1.13,18.0,803.5,0.1,184.9,41.9,226.8,321.0,17.6,2.4,28.2,1299.9,0.16,322.2,67.0,389.2,13.54,9.1,0.0,22.64,14.76,10.08,0.0,24.84,13613818.0
SPSOc,CT,2050,21,6912554.9,6182275.7,7907139.0,14480957.0,0.0353,0.0529,0.97,0.96,19.1,1.1,0.16,1.6,75.7,0.01,19.2,3.8,23.0,25.9,1.8,0.25,1.9,94.8,0.01,26.1,4.7,30.8,179.1,8.5,1.14,17.2,773.8,0.1,179.7,40.3,220.0,293.8,16.0,2.18,26.0,1188.7,0.15,294.9,61.5,356.4,12.04,2.52,0.0,14.55,13.16,2.82,0.0,15.97,13512890.0
